Column1;hour;light;temperature;soil_capacitance;delta_soil;was_watered;hours_since_last_watering;drying_too_fast;forgot_to_water;insufficient_watering;hour_of_day;is_day;rolling_avg_light_6h;rolling_avg_temp_6h;is_light_ok;light_hours_today;timestamp;date;soil_capacitance_in_6h;soil_capacitance_in_12h;needs_watering_now;needs_watering_in_6h;needs_watering_in_12h;too_dark_today;too_bright_now;dark_trend;worth_relocating;ok
129;4/29/2025 18:00;2.03;24.64;47.32;-0.38000000000000256;0;131;0;0;0;18;1;83.66;24.82;0;10;2025-04-29 18:00:00;29.04.2025;47.43;46.71;0;0;1;1;0;4.0;1;0
130;4/29/2025 19:00;0.35;24.48;47.27;-0.04999999999999716;0;132;0;0;0;19;0;56.69;24.76;0;10;2025-04-29 19:00:00;29.04.2025;47.48;47.02;0;0;0;1;0;4.0;1;0
131;4/29/2025 20:00;0.31;24.35;47.43;0.1599999999999966;0;133;0;0;0;20;0;35.46;24.68;0;10;2025-04-29 20:00:00;29.04.2025;47.32;46.94;0;0;1;1;0;4.0;1;0
132;4/29/2025 21:00;0.27;24.28;47.35;-0.0799999999999983;0;134;0;0;0;21;0;18.4;24.58;0;10;2025-04-29 21:00:00;29.04.2025;47.11;46.95;0;0;1;1;0;4.0;1;0
133;4/29/2025 22:00;0.12;24.22;47.21;-0.14000000000000057;0;135;0;0;0;22;0;6.09;24.46;0;10;2025-04-29 22:00:00;29.04.2025;47.43;47.15;0;0;0;1;0;4.0;1;0
134;4/29/2025 23:00;0.0;24.17;47.18;-0.030000000000001137;0;136;0;0;0;23;0;0.51;24.36;0;10;2025-04-29 23:00:00;29.04.2025;47.05;47.07;0;0;0;1;0;4.0;1;0
135;4/30/2025 0:00;0.0;24.06;47.43;0.25;0;137;0;0;0;0;0;0.17;24.26;0;10;2025-04-30 00:00:00;30.04.2025;46.71;46.87;0;1;1;1;0;4.0;1;0
136;4/30/2025 1:00;0.0;23.88;47.48;0.04999999999999716;0;138;0;0;0;1;0;0.12;24.16;0;10;2025-04-30 01:00:00;30.04.2025;47.02;46.01;0;0;1;1;0;4.0;1;0
137;4/30/2025 2:00;0.04;23.72;47.32;-0.1599999999999966;0;139;0;0;0;2;0;0.07;24.05;0;10;2025-04-30 02:00:00;30.04.2025;46.94;45.72;0;1;1;1;0;4.0;1;0
138;4/30/2025 3:00;15.02;23.59;47.11;-0.21000000000000085;0;140;0;0;0;3;0;2.53;23.94;0;10;2025-04-30 03:00:00;30.04.2025;46.95;45.8;0;1;1;1;0;4.0;1;0
139;4/30/2025 4:00;62.67;23.5;47.43;0.3200000000000003;0;141;0;0;0;4;0;12.95;23.82;0;10;2025-04-30 04:00:00;30.04.2025;47.15;45.6;0;0;1;1;0;4.0;1;0
140;4/30/2025 5:00;97.92;23.48;47.05;-0.38000000000000256;0;142;0;0;0;5;0;29.27;23.71;0;10;2025-04-30 05:00:00;30.04.2025;47.07;45.87;0;0;1;1;0;4.0;1;0
141;4/30/2025 6:00;186.97;23.52;46.71;-0.3399999999999963;0;143;0;0;0;6;1;60.44;23.62;1;10;2025-04-30 06:00:00;30.04.2025;46.87;45.89;1;1;1;1;0;4.0;1;0
142;4/30/2025 7:00;261.35;23.64;47.02;0.3100000000000023;0;144;0;0;0;7;1;103.99;23.58;1;10;2025-04-30 07:00:00;30.04.2025;46.01;45.92;0;1;1;1;0;4.0;1;0
143;4/30/2025 8:00;306.28;23.84;46.94;-0.0800000000000054;0;145;0;0;0;8;1;155.03;23.6;1;10;2025-04-30 08:00:00;30.04.2025;45.72;45.95;1;1;1;0;0;4.0;1;0
144;4/30/2025 9:00;286.35;24.11;46.95;0.010000000000005116;0;146;0;0;0;9;1;200.26;23.68;1;10;2025-04-30 09:00:00;30.04.2025;45.8;45.87;1;1;1;0;0;4.0;1;0
145;4/30/2025 10:00;269.37;24.19;47.15;0.19999999999999574;0;147;0;0;0;10;1;234.71;23.8;1;10;2025-04-30 10:00:00;30.04.2025;45.6;45.68;0;1;1;0;0;4.0;1;0
146;4/30/2025 11:00;290.57;24.23;47.07;-0.0799999999999983;0;148;0;0;0;11;1;266.82;23.92;1;10;2025-04-30 11:00:00;30.04.2025;45.87;45.83;0;1;1;0;0;4.0;1;0
147;4/30/2025 12:00;236.31;24.33;46.87;-0.20000000000000284;0;149;0;0;0;12;1;275.04;24.06;1;10;2025-04-30 12:00:00;30.04.2025;45.89;45.98;1;1;1;0;0;4.0;1;0
148;4/30/2025 13:00;209.17;24.52;46.01;-0.8599999999999994;0;150;0;0;0;13;1;266.34;24.2;1;10;2025-04-30 13:00:00;30.04.2025;45.92;45.8;1;1;1;0;0;4.0;1;0
149;4/30/2025 14:00;181.13;24.51;45.72;-0.28999999999999915;0;151;0;0;0;14;1;245.48;24.31;1;10;2025-04-30 14:00:00;30.04.2025;45.95;45.94;1;1;1;0;0;4.0;1;0
150;4/30/2025 15:00;129.72;24.44;45.8;0.0799999999999983;0;152;0;0;0;15;1;219.38;24.37;1;10;2025-04-30 15:00:00;30.04.2025;45.87;45.79;1;1;1;0;0;4.0;1;0
151;4/30/2025 16:00;77.45;24.31;45.6;-0.19999999999999574;0;153;0;0;0;16;1;187.39;24.39;0;10;2025-04-30 16:00:00;30.04.2025;45.68;45.66;1;1;1;0;0;4.0;1;0
152;4/30/2025 17:00;34.06;24.19;45.87;0.269999999999996;0;154;0;0;0;17;1;144.64;24.38;0;10;2025-04-30 17:00:00;30.04.2025;45.83;45.69;1;1;1;0;0;4.0;1;0
153;4/30/2025 18:00;53.15;24.07;45.89;0.020000000000003126;0;155;0;0;0;18;1;114.11;24.34;0;10;2025-04-30 18:00:00;30.04.2025;45.98;45.84;1;1;1;1;0;4.0;1;0
154;4/30/2025 19:00;97.31;23.96;45.92;0.030000000000001137;0;156;0;0;0;19;0;95.47;24.25;0;10;2025-04-30 19:00:00;30.04.2025;45.8;45.61;1;1;1;1;0;4.0;1;0
155;4/30/2025 20:00;97.23;23.86;45.95;0.030000000000001137;0;157;0;0;0;20;0;81.49;24.14;0;10;2025-04-30 20:00:00;30.04.2025;45.94;45.82;1;1;1;1;0;4.0;1;0
156;4/30/2025 21:00;97.31;23.8;45.87;-0.0800000000000054;0;158;0;0;0;21;0;76.08;24.03;0;10;2025-04-30 21:00:00;30.04.2025;45.79;56.21;1;1;0;1;0;4.0;1;0
157;4/30/2025 22:00;97.27;23.77;45.68;-0.18999999999999773;0;159;0;0;0;22;0;79.39;23.94;0;10;2025-04-30 22:00:00;30.04.2025;45.66;51.76;1;1;0;1;0;4.0;1;0
158;4/30/2025 23:00;97.27;23.68;45.83;0.14999999999999858;0;160;0;0;0;23;0;89.92;23.86;0;10;2025-04-30 23:00:00;30.04.2025;45.69;51.49;1;1;0;1;0;4.0;1;0
159;5/1/2025 0:00;64.51;23.73;45.98;0.14999999999999858;0;161;0;0;0;0;0;91.82;23.8;0;9;2025-05-01 00:00:00;1.05.2025;45.84;51.48;1;1;0;1;0;4.0;1;0
160;5/1/2025 1:00;0.0;23.69;45.8;-0.17999999999999972;0;162;0;0;0;1;0;75.6;23.75;0;9;2025-05-01 01:00:00;1.05.2025;45.61;51.54;1;1;0;1;0;4.0;1;0
161;5/1/2025 2:00;0.15;23.51;45.94;0.14000000000000057;0;163;0;0;0;2;0;59.42;23.7;0;9;2025-05-01 02:00:00;1.05.2025;45.82;51.81;1;1;0;1;0;4.0;1;0
162;5/1/2025 3:00;21.89;23.36;45.79;-0.14999999999999858;0;164;0;0;0;3;0;46.85;23.62;0;9;2025-05-01 03:00:00;1.05.2025;56.21;51.7;1;0;0;1;0;4.0;1;0
163;5/1/2025 4:00;83.64;23.27;45.66;-0.13000000000000256;0;165;0;0;0;4;0;44.58;23.54;0;9;2025-05-01 04:00:00;1.05.2025;51.76;51.65;1;0;0;1;0;4.0;1;0
164;5/1/2025 5:00;140.89;23.27;45.69;0.030000000000001137;0;166;0;0;0;5;0;51.85;23.47;0;9;2025-05-01 05:00:00;1.05.2025;51.49;51.58;1;0;0;1;0;4.0;1;0
165;5/1/2025 6:00;176.22;23.35;45.84;0.15000000000000568;0;167;0;0;0;6;1;70.46;23.41;1;9;2025-05-01 06:00:00;1.05.2025;51.48;51.54;1;0;0;1;0;4.0;1;0
166;5/1/2025 7:00;215.81;23.5;45.61;-0.23000000000000398;0;168;0;0;0;7;1;106.43;23.38;1;9;2025-05-01 07:00:00;1.05.2025;51.54;51.3;1;0;0;1;0;4.0;1;0
167;5/1/2025 8:00;234.55;23.81;45.82;0.21000000000000085;0;169;0;0;0;8;1;145.5;23.43;1;9;2025-05-01 08:00:00;1.05.2025;51.81;51.09;1;0;0;0;0;4.0;1;0
168;5/1/2025 10:00;266.57;24.18;56.21;10.39;1;0;0;0;1;10;1;214.7;23.7;1;9;2025-05-01 10:00:00;1.05.2025;51.7;51.34;0;0;0;0;0;4.0;1;0
169;5/1/2025 11:00;260.66;24.22;51.76;-4.450000000000003;0;1;0;0;0;11;1;234.66;23.85;1;9;2025-05-01 11:00:00;1.05.2025;51.65;51.02;0;0;0;0;0;4.0;1;0
170;5/1/2025 12:00;170.34;24.24;51.49;-0.269999999999996;0;2;1;0;0;12;1;233.68;24.0;1;9;2025-05-01 12:00:00;1.05.2025;51.58;51.01;0;0;0;0;0;4.0;1;0
171;5/1/2025 13:00;132.75;24.16;51.48;-0.010000000000005116;0;3;1;0;0;13;1;219.84;24.11;1;9;2025-05-01 13:00:00;1.05.2025;51.54;51.21;0;0;0;0;0;4.0;1;0
172;5/1/2025 14:00;113.24;24.03;51.54;0.060000000000002274;0;4;1;0;0;14;1;199.62;24.15;1;9;2025-05-01 14:00:00;1.05.2025;51.3;50.64;0;0;0;0;0;4.0;1;0
173;5/1/2025 15:00;105.68;23.9;51.81;0.2700000000000031;0;5;1;0;0;15;1;174.87;24.12;1;9;2025-05-01 15:00:00;1.05.2025;51.09;50.51;0;0;0;0;0;4.0;1;0
174;5/1/2025 16:00;81.68;23.79;51.7;-0.10999999999999943;0;6;1;0;0;16;1;144.06;24.05;0;9;2025-05-01 16:00:00;1.05.2025;51.34;50.58;0;0;0;0;0;4.0;1;0
175;5/1/2025 17:00;39.28;23.67;51.65;-0.05000000000000426;0;7;1;0;0;17;1;107.16;23.96;0;9;2025-05-01 17:00:00;1.05.2025;51.02;50.56;0;0;0;1;0;4.0;1;0
176;5/1/2025 18:00;2.42;23.55;51.58;-0.07000000000000028;0;8;1;0;0;18;1;79.17;23.85;0;9;2025-05-01 18:00:00;1.05.2025;51.01;50.76;0;0;0;1;0;4.0;1;0
177;5/1/2025 19:00;0.0;23.43;51.54;-0.03999999999999915;0;9;1;0;0;19;0;57.05;23.73;0;9;2025-05-01 19:00:00;1.05.2025;51.21;50.42;0;0;0;1;0;4.0;1;0
178;5/1/2025 20:00;0.0;23.31;51.3;-0.240000000000002;0;10;1;0;0;20;0;38.18;23.61;0;9;2025-05-01 20:00:00;1.05.2025;50.64;50.71;0;0;0;1;0;4.0;1;0
179;5/1/2025 21:00;0.0;23.21;51.09;-0.20999999999999375;0;11;1;0;0;21;0;20.56;23.49;0;9;2025-05-01 21:00:00;1.05.2025;50.51;50.36;0;0;0;1;0;4.0;1;0
180;5/1/2025 22:00;0.0;23.12;51.34;0.25;0;12;1;0;0;22;0;6.95;23.38;0;9;2025-05-01 22:00:00;1.05.2025;50.58;49.58;0;0;0;1;0;4.0;1;0
181;5/1/2025 23:00;0.0;23.04;51.02;-0.3200000000000003;0;13;1;0;0;23;0;0.4;23.28;0;9;2025-05-01 23:00:00;1.05.2025;50.56;49.06;0;0;0;1;0;4.0;1;0
182;5/2/2025 0:00;0.0;22.97;51.01;-0.010000000000005116;0;14;0;0;0;0;0;0.0;23.18;0;8;2025-05-02 00:00:00;2.05.2025;50.76;48.55;0;0;0;1;0;4.0;1;0
183;5/2/2025 1:00;0.0;22.91;51.21;0.20000000000000284;0;15;0;0;0;1;0;0.0;23.1;0;8;2025-05-02 01:00:00;2.05.2025;50.42;48.04;0;0;0;1;0;4.0;1;0
184;5/2/2025 2:00;0.04;22.86;50.64;-0.5700000000000003;0;16;0;0;0;2;0;0.01;23.02;0;8;2025-05-02 02:00:00;2.05.2025;50.71;47.84;0;0;0;1;0;4.0;1;0
185;5/2/2025 3:00;10.29;22.82;50.51;-0.13000000000000256;0;17;0;0;0;3;0;1.72;22.95;0;8;2025-05-02 03:00:00;2.05.2025;50.36;47.59;0;0;0;1;0;4.0;1;0
186;5/2/2025 4:00;68.54;22.8;50.58;0.07000000000000028;0;18;0;0;0;4;0;13.15;22.9;0;8;2025-05-02 04:00:00;2.05.2025;49.58;47.43;0;0;0;1;0;4.0;1;0
187;5/2/2025 5:00;149.49;22.86;50.56;-0.01999999999999602;0;19;0;0;0;5;0;38.06;22.87;0;8;2025-05-02 05:00:00;2.05.2025;49.06;46.92;0;0;1;1;0;4.0;1;0
188;5/2/2025 6:00;196.19;23.02;50.76;0.19999999999999574;0;20;0;0;0;6;1;70.76;22.88;1;8;2025-05-02 06:00:00;2.05.2025;48.55;47.1;0;0;0;1;0;4.0;1;0
189;5/2/2025 7:00;225.75;23.21;50.42;-0.3399999999999963;0;21;0;0;0;7;1;108.38;22.93;1;8;2025-05-02 07:00:00;2.05.2025;48.04;46.92;0;0;1;1;0;4.0;1;0
190;5/2/2025 8:00;285.89;23.38;50.71;0.28999999999999915;0;22;0;0;0;8;1;156.03;23.02;1;8;2025-05-02 08:00:00;2.05.2025;47.84;46.89;0;0;1;0;0;4.0;1;0
191;5/2/2025 9:00;316.26;23.55;50.36;-0.3500000000000014;0;23;0;0;0;9;1;207.02;23.14;1;8;2025-05-02 09:00:00;2.05.2025;47.59;46.69;0;0;1;0;0;4.0;1;0
192;5/2/2025 10:00;296.64;23.69;49.58;-0.7800000000000011;0;24;0;0;0;10;1;245.04;23.29;1;8;2025-05-02 10:00:00;2.05.2025;47.43;46.86;0;0;1;0;0;4.0;1;0
193;5/2/2025 11:00;113.05;23.76;49.06;-0.519999999999996;0;25;0;0;0;11;1;238.96;23.44;1;8;2025-05-02 11:00:00;2.05.2025;46.92;46.76;0;1;1;0;0;4.0;1;0
194;5/2/2025 12:00;164.39;23.69;48.55;-0.5100000000000051;0;26;0;0;0;12;1;233.66;23.55;1;8;2025-05-02 12:00:00;2.05.2025;47.1;47.04;0;0;0;0;0;4.0;1;0
195;5/2/2025 13:00;78.87;23.65;48.04;-0.509999999999998;0;27;0;0;0;13;1;209.18;23.62;0;8;2025-05-02 13:00:00;2.05.2025;46.92;46.53;0;1;1;0;0;4.0;1;0
196;5/2/2025 14:00;135.51;23.59;47.84;-0.19999999999999574;0;28;0;0;0;14;1;184.12;23.66;1;8;2025-05-02 14:00:00;2.05.2025;46.89;46.44;0;1;1;0;0;4.0;1;0
197;5/2/2025 15:00;94.54;23.57;47.59;-0.25;0;29;0;0;0;15;1;147.17;23.66;0;8;2025-05-02 15:00:00;2.05.2025;46.69;46.6;0;1;1;0;0;4.0;1;0
198;5/2/2025 16:00;56.91;23.53;47.43;-0.1600000000000037;0;30;0;0;0;16;1;107.21;23.63;0;8;2025-05-02 16:00:00;2.05.2025;46.86;46.62;0;1;1;1;0;4.0;1;0
199;5/2/2025 17:00;23.12;23.47;46.92;-0.509999999999998;0;31;0;0;0;17;1;92.22;23.58;0;8;2025-05-02 17:00:00;2.05.2025;46.76;46.65;1;1;1;1;0;4.0;1;0
200;5/2/2025 18:00;0.77;23.4;47.1;0.17999999999999972;0;32;0;0;0;18;1;64.95;23.54;0;8;2025-05-02 18:00:00;2.05.2025;47.04;46.63;0;0;1;1;0;4.0;1;0
201;5/2/2025 19:00;0.0;23.31;46.92;-0.17999999999999972;0;33;0;0;0;19;0;51.81;23.48;0;8;2025-05-02 19:00:00;2.05.2025;46.53;46.61;1;1;1;1;0;4.0;1;0
202;5/2/2025 20:00;0.0;23.23;46.89;-0.030000000000001137;0;34;0;0;0;20;0;29.22;23.42;0;8;2025-05-02 20:00:00;2.05.2025;46.44;46.43;1;1;1;1;0;4.0;1;0
203;5/2/2025 21:00;0.0;23.16;46.69;-0.20000000000000284;0;35;0;0;0;21;0;13.47;23.35;0;8;2025-05-02 21:00:00;2.05.2025;46.6;46.36;1;1;1;1;0;4.0;1;0
204;5/2/2025 22:00;0.0;23.08;46.86;0.1700000000000017;0;36;0;0;0;22;0;3.98;23.27;0;8;2025-05-02 22:00:00;2.05.2025;46.62;46.48;1;1;1;1;0;4.0;1;0
205;5/2/2025 23:00;0.0;23.0;46.76;-0.10000000000000142;0;37;0;0;0;23;0;0.13;23.19;0;8;2025-05-02 23:00:00;2.05.2025;46.65;46.84;1;1;1;1;0;4.0;1;0
206;5/3/2025 0:00;0.0;22.94;47.04;0.28000000000000114;0;38;0;0;0;0;0;0.0;23.12;0;10;2025-05-03 00:00:00;3.05.2025;46.63;46.45;0;1;1;1;0;4.0;1;0
207;5/3/2025 1:00;0.0;22.87;46.53;-0.509999999999998;0;39;0;0;0;1;0;0.0;23.04;0;10;2025-05-03 01:00:00;3.05.2025;46.61;46.49;1;1;1;1;0;4.0;1;0
208;5/3/2025 2:00;0.23;22.81;46.44;-0.09000000000000341;0;40;0;0;0;2;0;0.04;22.97;0;10;2025-05-03 02:00:00;3.05.2025;46.43;46.6;1;1;1;1;0;4.0;1;0
209;5/3/2025 3:00;20.51;22.76;46.6;0.1600000000000037;0;41;0;0;0;3;0;3.46;22.91;0;10;2025-05-03 03:00:00;3.05.2025;46.36;46.32;1;1;1;1;0;4.0;1;0
210;5/3/2025 4:00;77.49;22.74;46.62;0.01999999999999602;0;42;0;0;0;4;0;16.37;22.85;0;10;2025-05-03 04:00:00;3.05.2025;46.48;46.5;1;1;1;1;0;4.0;1;0
211;5/3/2025 5:00;134.98;22.76;46.65;0.030000000000001137;0;43;0;0;0;5;0;38.87;22.81;0;10;2025-05-03 05:00:00;3.05.2025;46.84;46.57;1;1;1;1;0;4.0;1;0
212;5/3/2025 6:00;178.79;22.87;46.63;-0.01999999999999602;0;44;0;0;0;6;1;68.67;22.8;1;10;2025-05-03 06:00:00;3.05.2025;46.45;46.41;1;1;1;1;0;4.0;1;0
213;5/3/2025 7:00;222.53;23.01;46.61;-0.020000000000003126;0;45;0;0;0;7;1;105.75;22.83;1;10;2025-05-03 07:00:00;3.05.2025;46.49;46.36;1;1;1;1;0;4.0;1;0
214;5/3/2025 8:00;257.09;23.17;46.43;-0.17999999999999972;0;46;0;0;0;8;1;148.56;22.89;1;10;2025-05-03 08:00:00;3.05.2025;46.6;46.46;1;1;1;0;0;4.0;1;0
215;5/3/2025 9:00;305.66;23.32;46.36;-0.07000000000000028;0;47;0;0;0;9;1;196.09;22.98;1;10;2025-05-03 09:00:00;3.05.2025;46.32;46.21;1;1;1;0;0;4.0;1;0
216;5/3/2025 10:00;336.58;23.47;46.48;0.11999999999999744;0;48;0;0;0;10;1;239.27;23.1;1;10;2025-05-03 10:00:00;3.05.2025;46.5;46.57;1;1;1;0;0;4.0;1;0
217;5/3/2025 11:00;311.66;23.61;46.84;0.36000000000000654;0;49;0;0;0;11;1;268.72;23.24;1;10;2025-05-03 11:00:00;3.05.2025;46.57;46.19;1;1;1;0;0;4.0;1;0
218;5/3/2025 12:00;229.71;23.68;46.45;-0.39000000000000057;0;50;0;0;0;12;1;277.2;23.38;1;10;2025-05-03 12:00:00;3.05.2025;46.41;46.29;1;1;1;0;0;4.0;1;0
219;5/3/2025 13:00;154.33;23.65;46.49;0.03999999999999915;0;51;0;0;0;13;1;265.84;23.48;1;10;2025-05-03 13:00:00;3.05.2025;46.36;46.33;1;1;1;0;0;4.0;1;0
220;5/3/2025 14:00;119.0;23.55;46.6;0.10999999999999943;0;52;0;0;0;14;1;242.82;23.55;1;10;2025-05-03 14:00:00;3.05.2025;46.46;46.46;1;1;1;0;0;4.0;1;0
221;5/3/2025 15:00;110.86;23.43;46.32;-0.28000000000000114;0;53;0;0;0;15;1;210.36;23.56;1;10;2025-05-03 15:00:00;3.05.2025;46.21;46.26;1;1;1;0;0;4.0;1;0
222;5/3/2025 16:00;82.45;23.33;46.5;0.17999999999999972;0;54;0;0;0;16;1;168.0;23.54;0;10;2025-05-03 16:00:00;3.05.2025;46.57;46.04;1;1;1;0;0;4.0;1;0
223;5/3/2025 17:00;34.21;23.22;46.57;0.07000000000000028;0;55;0;0;0;17;1;121.76;23.48;0;10;2025-05-03 17:00:00;3.05.2025;46.19;46.28;1;1;1;0;0;4.0;1;0
224;5/3/2025 18:00;2.8;23.11;46.41;-0.1600000000000037;0;56;0;0;0;18;1;83.94;23.38;0;10;2025-05-03 18:00:00;3.05.2025;46.29;46.34;1;1;1;1;0;4.0;1;0
225;5/3/2025 19:00;17.43;22.99;46.36;-0.04999999999999716;0;57;0;0;0;19;0;61.13;23.27;0;10;2025-05-03 19:00:00;3.05.2025;46.33;46.13;1;1;1;1;0;4.0;1;0
226;5/3/2025 20:00;99.19;22.98;46.46;0.10000000000000142;0;58;0;0;0;20;0;57.82;23.18;0;10;2025-05-03 20:00:00;3.05.2025;46.46;46.25;1;1;1;1;0;4.0;1;0
227;5/3/2025 21:00;98.95;23.09;46.21;-0.25;0;59;0;0;0;21;0;55.84;23.12;0;10;2025-05-03 21:00:00;3.05.2025;46.26;46.24;1;1;1;1;0;4.0;1;0
228;5/3/2025 22:00;49.92;23.2;46.57;0.35999999999999943;0;60;0;0;0;22;0;50.42;23.1;0;10;2025-05-03 22:00:00;3.05.2025;46.04;45.83;1;1;1;1;0;4.0;1;0
229;5/3/2025 23:00;0.0;23.2;46.19;-0.38000000000000256;0;61;0;0;0;23;0;44.72;23.1;0;10;2025-05-03 23:00:00;3.05.2025;46.28;45.66;1;1;1;1;0;4.0;1;0
230;5/4/2025 0:00;0.0;23.05;46.29;0.10000000000000142;0;62;0;0;0;0;0;44.25;23.09;0;4;2025-05-04 00:00:00;4.05.2025;46.34;46.15;1;1;1;1;0;4.0;1;0
231;5/4/2025 1:00;0.0;22.92;46.33;0.03999999999999915;0;63;0;0;0;1;0;41.34;23.07;0;4;2025-05-04 01:00:00;4.05.2025;46.13;46.06;1;1;1;1;0;4.0;1;0
232;5/4/2025 2:00;0.0;22.83;46.46;0.13000000000000256;0;64;0;0;0;2;0;24.81;23.05;0;4;2025-05-04 02:00:00;4.05.2025;46.25;45.86;1;1;1;1;0;4.0;1;0
233;5/4/2025 3:00;4.84;22.77;46.26;-0.20000000000000284;0;65;0;0;0;3;0;9.13;23.0;0;4;2025-05-04 03:00:00;4.05.2025;46.24;45.82;1;1;1;1;0;4.0;1;0
234;5/4/2025 4:00;25.46;22.7;46.04;-0.21999999999999886;0;66;0;0;0;4;0;5.05;22.91;0;4;2025-05-04 04:00:00;4.05.2025;45.83;45.87;1;1;1;1;0;4.0;1;0
235;5/4/2025 5:00;22.89;22.66;46.28;0.240000000000002;0;67;0;0;0;5;0;8.86;22.82;0;4;2025-05-04 05:00:00;4.05.2025;45.66;46.15;1;1;1;1;0;4.0;1;0
236;5/4/2025 6:00;26.61;22.65;46.34;0.060000000000002274;0;68;0;0;0;6;1;13.3;22.76;0;4;2025-05-04 06:00:00;4.05.2025;46.15;45.97;1;1;1;1;0;4.0;1;0
237;5/4/2025 7:00;84.02;22.66;46.13;-0.21000000000000085;0;69;0;0;0;7;1;27.3;22.71;0;4;2025-05-04 07:00:00;4.05.2025;46.06;46.01;1;1;1;1;0;4.0;1;0
238;5/4/2025 8:00;170.3;22.82;46.25;0.11999999999999744;0;70;0;0;0;8;1;55.69;22.71;1;4;2025-05-04 08:00:00;4.05.2025;45.86;45.91;1;1;1;1;0;4.0;1;0
239;5/4/2025 9:00;248.64;23.13;46.24;-0.00999999999999801;0;71;0;0;0;9;1;96.32;22.77;1;4;2025-05-04 09:00:00;4.05.2025;45.82;46.02;1;1;1;1;0;4.0;1;0
240;5/4/2025 10:00;146.72;23.59;45.83;-0.4100000000000037;0;72;0;1;0;10;1;116.53;22.92;1;4;2025-05-04 10:00:00;4.05.2025;45.87;45.89;1;1;1;1;0;4.0;1;0
241;5/4/2025 11:00;118.12;23.87;45.66;-0.1700000000000017;0;73;0;1;0;11;1;132.4;23.12;1;4;2025-05-04 11:00:00;4.05.2025;46.15;46.0;1;1;1;0;0;4.0;1;0
242;5/4/2025 12:00;68.7;24.03;46.15;0.490000000000002;0;74;0;1;0;12;1;139.42;23.35;0;4;2025-05-04 12:00:00;4.05.2025;45.97;45.97;1;1;1;0;0;4.0;1;0
243;5/4/2025 13:00;45.93;24.05;46.06;-0.0899999999999963;0;75;0;1;0;13;1;133.07;23.58;0;4;2025-05-04 13:00:00;4.05.2025;46.01;46.29;1;1;1;0;0;4.0;1;0
244;5/4/2025 14:00;28.72;23.89;45.86;-0.20000000000000284;0;76;0;1;0;14;1;109.47;23.76;0;4;2025-05-04 14:00:00;4.05.2025;45.91;46.08;1;1;1;1;0;4.0;1;0
245;5/4/2025 15:00;26.38;23.65;45.82;-0.03999999999999915;0;77;0;1;0;15;1;72.43;23.85;0;4;2025-05-04 15:00:00;4.05.2025;46.02;46.16;1;1;1;1;0;4.0;1;0
246;5/4/2025 16:00;4.61;23.44;45.87;0.04999999999999716;0;78;0;1;0;16;1;48.74;23.82;0;4;2025-05-04 16:00:00;4.05.2025;45.89;46.06;1;1;1;1;0;4.0;1;0
247;5/4/2025 17:00;2.23;23.24;46.15;0.28000000000000114;0;79;0;1;0;17;1;29.43;23.72;0;4;2025-05-04 17:00:00;4.05.2025;46.0;46.43;1;1;1;1;0;4.0;1;0
248;5/4/2025 18:00;0.23;23.07;45.97;-0.17999999999999972;0;80;0;1;0;18;1;18.02;23.56;0;4;2025-05-04 18:00:00;4.05.2025;45.97;46.03;1;1;1;1;0;4.0;1;0
249;5/4/2025 19:00;3.46;22.96;46.01;0.03999999999999915;0;81;0;1;0;19;0;10.94;23.38;0;4;2025-05-04 19:00:00;4.05.2025;46.29;46.34;1;1;1;1;0;4.0;1;0
250;5/4/2025 20:00;2.15;22.92;45.91;-0.10000000000000142;0;82;0;1;0;20;0;6.51;23.21;0;4;2025-05-04 20:00:00;4.05.2025;46.08;46.24;1;1;1;1;0;4.0;1;0
251;5/4/2025 21:00;1.42;22.96;46.02;0.11000000000000654;0;83;0;1;0;21;0;2.35;23.1;0;4;2025-05-04 21:00:00;4.05.2025;46.16;45.94;1;1;1;1;0;4.0;1;0
252;5/4/2025 22:00;1.61;23.27;45.89;-0.13000000000000256;0;84;0;1;0;22;0;1.85;23.07;0;4;2025-05-04 22:00:00;4.05.2025;46.06;45.98;1;1;1;1;0;4.0;1;0
253;5/4/2025 23:00;0.46;23.58;46.0;0.10999999999999943;0;85;0;1;0;23;0;1.55;23.13;0;4;2025-05-04 23:00:00;4.05.2025;46.43;46.07;1;1;1;1;0;4.0;1;0
254;5/5/2025 0:00;0.0;23.58;45.97;-0.030000000000001137;0;86;0;1;0;0;0;1.52;23.21;0;8;2025-05-05 00:00:00;5.05.2025;46.03;46.0;1;1;1;1;0;4.0;1;0
255;5/5/2025 1:00;0.0;23.52;46.29;0.3200000000000003;0;87;0;1;0;1;0;0.94;23.3;0;8;2025-05-05 01:00:00;5.05.2025;46.34;46.22;1;1;1;1;0;4.0;1;0
256;5/5/2025 2:00;0.34;23.48;46.08;-0.21000000000000085;0;88;0;1;0;2;0;0.64;23.4;0;8;2025-05-05 02:00:00;5.05.2025;46.24;45.96;1;1;1;1;0;4.0;1;0
257;5/5/2025 3:00;11.44;23.45;46.16;0.0799999999999983;0;89;0;1;0;3;0;2.31;23.48;0;8;2025-05-05 03:00:00;5.05.2025;45.94;45.92;1;1;1;1;0;4.0;1;0
