Column1;hour;light;temperature;soil_capacitance;delta_soil;was_watered;hours_since_last_watering;drying_too_fast;forgot_to_water;insufficient_watering;hour_of_day;is_day;rolling_avg_light_6h;rolling_avg_temp_6h;is_light_ok;light_hours_today;timestamp;date;soil_capacitance_in_6h;soil_capacitance_in_12h;needs_watering_now;needs_watering_in_6h;needs_watering_in_12h;too_dark_today;too_bright_now;dark_trend;worth_relocating;ok
599;5/24/2025 23:00;1.07;24.27;47.69;0.0899999999999963;0;134;0;1;0;23;0;3.1;24.19;0;7;2025-05-24 23:00:00;24.05.2025;47.89;47.36;0;0;0;1;0;4.0;1;0
600;5/25/2025 0:00;0.0;24.18;47.68;-0.00999999999999801;0;135;0;1;0;0;0;1.27;24.22;0;5;2025-05-25 00:00:00;25.05.2025;47.78;47.37;0;0;0;1;0;4.0;1;0
601;5/25/2025 1:00;0.0;23.98;47.77;0.09000000000000341;0;136;0;1;0;1;0;0.97;24.19;0;5;2025-05-25 01:00:00;25.05.2025;47.8;47.4;0;0;0;1;0;4.0;1;0
602;5/25/2025 2:00;2.15;23.81;47.46;-0.3100000000000023;0;137;0;1;0;2;0;1.1;24.11;0;5;2025-05-25 02:00:00;25.05.2025;47.73;47.56;0;0;0;1;0;4.0;1;0
603;5/25/2025 3:00;16.24;23.69;47.75;0.28999999999999915;0;138;0;1;0;3;0;3.54;24.03;0;5;2025-05-25 03:00:00;25.05.2025;47.61;47.23;0;0;0;1;0;4.0;1;0
604;5/25/2025 4:00;41.7;23.63;47.75;0.0;0;139;0;1;0;4;0;10.19;23.93;0;5;2025-05-25 04:00:00;25.05.2025;47.41;47.37;0;0;0;1;0;4.0;1;0
605;5/25/2025 5:00;71.27;23.65;47.89;0.14000000000000057;0;140;0;1;0;5;0;21.89;23.82;0;5;2025-05-25 05:00:00;25.05.2025;47.36;47.27;0;0;0;1;0;4.0;1;0
606;5/25/2025 6:00;86.17;23.78;47.78;-0.10999999999999943;0;141;0;1;0;6;1;36.26;23.76;0;5;2025-05-25 06:00:00;25.05.2025;47.37;47.26;0;0;0;1;0;4.0;1;0
607;5/25/2025 7:00;102.76;23.82;47.8;0.01999999999999602;0;142;0;1;0;7;1;53.38;23.73;1;5;2025-05-25 07:00:00;25.05.2025;47.4;47.25;0;0;0;1;0;4.0;1;0
608;5/25/2025 8:00;114.12;23.86;47.73;-0.07000000000000028;0;143;0;1;0;8;1;72.04;23.74;1;5;2025-05-25 08:00:00;25.05.2025;47.56;47.06;0;0;0;1;0;4.0;1;0
609;5/25/2025 9:00;117.42;23.82;47.61;-0.11999999999999744;0;144;0;1;0;9;1;88.91;23.76;1;5;2025-05-25 09:00:00;25.05.2025;47.23;47.41;0;0;0;1;0;4.0;1;0
610;5/25/2025 10:00;111.71;23.54;47.41;-0.20000000000000284;0;145;0;1;0;10;1;100.58;23.75;1;5;2025-05-25 10:00:00;25.05.2025;47.37;47.42;0;0;0;1;0;4.0;1;0
611;5/25/2025 11:00;103.03;23.3;47.36;-0.04999999999999716;0;146;0;1;0;11;1;105.87;23.69;1;5;2025-05-25 11:00:00;25.05.2025;47.27;47.07;0;0;0;1;0;4.0;1;0
612;5/25/2025 12:00;72.58;23.59;47.37;0.00999999999999801;0;147;0;1;0;12;1;103.6;23.65;0;5;2025-05-25 12:00:00;25.05.2025;47.26;47.44;0;0;0;1;0;4.0;1;0
613;5/25/2025 13:00;50.73;23.67;47.4;0.030000000000001137;0;148;0;1;0;13;1;94.93;23.63;0;5;2025-05-25 13:00:00;25.05.2025;47.25;47.37;0;0;0;1;0;4.0;1;0
614;5/25/2025 14:00;41.74;23.66;47.56;0.1600000000000037;0;149;0;1;0;14;1;82.87;23.59;0;5;2025-05-25 14:00:00;25.05.2025;47.06;47.5;0;0;0;1;0;4.0;1;0
615;5/25/2025 15:00;34.98;23.62;47.23;-0.3300000000000054;0;150;0;1;0;15;1;69.13;23.56;0;5;2025-05-25 15:00:00;25.05.2025;47.41;47.33;0;0;0;1;0;4.0;1;0
616;5/25/2025 16:00;26.73;23.56;47.37;0.14000000000000057;0;151;0;1;0;16;1;54.96;23.56;0;5;2025-05-25 16:00:00;25.05.2025;47.42;47.24;0;0;0;1;0;4.0;1;0
617;5/25/2025 17:00;10.52;23.6;47.27;-0.09999999999999432;0;152;0;1;0;17;1;39.55;23.61;0;5;2025-05-25 17:00:00;25.05.2025;47.07;47.23;0;0;0;1;0;4.0;1;0
618;5/25/2025 18:00;2.38;23.78;47.26;-0.010000000000005116;0;153;0;1;0;18;1;27.85;23.65;0;5;2025-05-25 18:00:00;25.05.2025;47.44;47.37;0;0;0;1;0;4.0;1;0
619;5/25/2025 19:00;0.04;23.89;47.25;-0.00999999999999801;0;154;0;1;0;19;0;19.4;23.68;0;5;2025-05-25 19:00:00;25.05.2025;47.37;47.34;0;0;0;1;0;4.0;1;0
620;5/25/2025 20:00;0.0;23.86;47.06;-0.18999999999999773;0;155;0;1;0;20;0;12.44;23.72;0;5;2025-05-25 20:00:00;25.05.2025;47.5;47.19;0;0;0;1;0;4.0;1;0
621;5/25/2025 21:00;33.91;23.8;47.41;0.3499999999999943;0;156;0;1;0;21;0;12.26;23.75;0;5;2025-05-25 21:00:00;25.05.2025;47.33;47.27;0;0;0;1;0;4.0;1;0
622;5/25/2025 22:00;0.0;23.76;47.42;0.010000000000005116;0;157;0;1;0;22;0;7.81;23.78;0;5;2025-05-25 22:00:00;25.05.2025;47.24;47.31;0;0;0;1;0;4.0;1;0
623;5/25/2025 23:00;0.0;23.68;47.07;-0.3500000000000014;0;158;0;1;0;23;0;6.05;23.79;0;5;2025-05-25 23:00:00;25.05.2025;47.23;47.3;0;0;0;1;0;4.0;1;0
624;5/26/2025 0:00;0.0;23.62;47.44;0.36999999999999744;0;159;0;1;0;0;0;5.66;23.77;0;0;2025-05-26 00:00:00;26.05.2025;47.37;47.27;0;0;0;1;0;4.0;1;0
625;5/26/2025 1:00;0.0;23.59;47.37;-0.07000000000000028;0;160;0;1;0;1;0;5.65;23.72;0;0;2025-05-26 01:00:00;26.05.2025;47.34;47.42;0;0;0;1;0;4.0;1;0
626;5/26/2025 2:00;0.58;23.53;47.5;0.13000000000000256;0;161;0;1;0;2;0;5.75;23.66;0;0;2025-05-26 02:00:00;26.05.2025;47.19;47.26;0;0;0;1;0;4.0;1;0
627;5/26/2025 3:00;6.99;23.52;47.33;-0.1700000000000017;0;162;0;1;0;3;0;1.26;23.62;0;0;2025-05-26 03:00:00;26.05.2025;47.27;47.3;0;0;0;1;0;4.0;1;0
628;5/26/2025 4:00;13.9;23.52;47.24;-0.0899999999999963;0;163;0;1;0;4;0;3.58;23.58;0;0;2025-05-26 04:00:00;26.05.2025;47.31;47.4;0;0;0;1;0;4.0;1;0
629;5/26/2025 5:00;27.53;23.54;47.23;-0.010000000000005116;0;164;0;1;0;5;0;8.17;23.55;0;0;2025-05-26 05:00:00;26.05.2025;47.3;47.62;0;0;0;1;0;4.0;1;0
630;5/26/2025 6:00;22.0;23.57;47.37;0.14000000000000057;0;165;0;1;0;6;1;11.83;23.54;0;0;2025-05-26 06:00:00;26.05.2025;47.27;47.07;0;0;0;1;0;4.0;1;0
631;5/26/2025 7:00;16.43;23.66;47.34;-0.02999999999999403;0;166;0;1;0;7;1;14.57;23.56;0;0;2025-05-26 07:00:00;26.05.2025;47.42;47.41;0;0;0;1;0;4.0;1;0
632;5/26/2025 8:00;18.85;23.88;47.19;-0.15000000000000568;0;167;0;1;0;8;1;17.62;23.61;0;0;2025-05-26 08:00:00;26.05.2025;47.26;47.68;0;0;0;1;0;4.0;1;0
633;5/26/2025 9:00;18.97;24.03;47.27;0.0800000000000054;0;168;0;1;0;9;1;19.62;23.7;0;0;2025-05-26 09:00:00;26.05.2025;47.3;47.63;0;0;0;1;0;4.0;1;0
634;5/26/2025 10:00;89.24;24.14;47.31;0.03999999999999915;0;169;0;1;0;10;1;32.17;23.8;0;0;2025-05-26 10:00:00;26.05.2025;47.4;47.64;0;0;0;1;0;4.0;1;0
635;5/26/2025 11:00;89.01;24.25;47.3;-0.010000000000005116;0;170;0;1;0;11;1;42.42;23.92;0;0;2025-05-26 11:00:00;26.05.2025;47.62;47.71;0;0;0;1;0;4.0;1;0
636;5/26/2025 12:00;77.68;24.27;47.27;-0.02999999999999403;0;171;0;1;0;12;1;51.7;24.04;0;0;2025-05-26 12:00:00;26.05.2025;47.07;47.37;0;0;0;1;0;4.0;1;0
637;5/26/2025 13:00;66.01;24.22;47.42;0.14999999999999858;0;172;0;1;0;13;1;59.96;24.13;0;0;2025-05-26 13:00:00;26.05.2025;47.41;47.57;0;0;0;1;0;4.0;1;0
638;5/26/2025 14:00;64.7;24.18;47.26;-0.1600000000000037;0;173;0;1;0;14;1;67.6;24.18;0;0;2025-05-26 14:00:00;26.05.2025;47.68;47.59;0;0;0;1;0;4.0;1;0
639;5/26/2025 15:00;50.07;24.19;47.3;0.03999999999999915;0;174;0;1;0;15;1;72.79;24.21;0;0;2025-05-26 15:00:00;26.05.2025;47.63;45.0;0;0;1;1;0;4.0;1;0
640;5/26/2025 16:00;37.48;24.18;47.4;0.10000000000000142;0;175;0;1;0;16;1;64.16;24.22;0;0;2025-05-26 16:00:00;26.05.2025;47.64;48.0;0;0;0;1;0;4.0;1;0
641;5/26/2025 17:00;19.78;24.15;47.62;0.21999999999999886;0;176;0;1;0;17;1;52.62;24.2;0;0;2025-05-26 17:00:00;26.05.2025;47.71;46.0;0;0;1;1;0;4.0;1;0
642;5/26/2025 18:00;6.8;24.1;47.07;-0.5499999999999972;0;177;0;1;0;18;1;40.81;24.17;0;0;2025-05-26 18:00:00;26.05.2025;47.37;50.0;0;0;0;1;0;4.0;1;0
643;5/26/2025 19:00;0.04;24.05;47.41;0.3399999999999963;0;178;0;1;0;19;0;29.81;24.14;0;0;2025-05-26 19:00:00;26.05.2025;47.57;52.0;0;0;0;1;0;4.0;1;0
644;5/26/2025 20:00;91.01;23.98;47.68;0.2700000000000031;0;179;0;1;0;20;0;34.19;24.11;0;0;2025-05-26 20:00:00;26.05.2025;47.59;47.0;0;0;0;1;0;4.0;1;0
645;5/26/2025 21:00;24.5;23.9;47.63;-0.04999999999999716;0;180;0;1;0;21;0;29.93;24.06;0;0;2025-05-26 21:00:00;26.05.2025;45.0;53.0;0;1;0;1;0;4.0;1;0
646;5/26/2025 22:00;0.0;23.77;47.64;0.00999999999999801;0;181;0;1;0;22;0;23.69;23.99;0;0;2025-05-26 22:00:00;26.05.2025;48.0;45.0;0;0;1;1;0;4.0;1;0
647;5/26/2025 23:00;0.0;23.62;47.71;0.07000000000000028;0;182;0;1;0;23;0;20.39;23.9;0;0;2025-05-26 23:00:00;26.05.2025;46.0;48.0;0;1;0;1;0;4.0;1;0
648;5/27/2025 0:00;0.0;23.49;47.37;-0.3400000000000034;0;183;0;1;0;0;0;19.26;23.8;0;7;2025-05-27 00:00:00;27.05.2025;50.0;46.0;0;0;1;1;0;3.0;1;0
649;5/27/2025 1:00;0.0;23.39;47.57;0.20000000000000284;0;184;0;1;0;1;0;19.25;23.69;0;7;2025-05-27 01:00:00;27.05.2025;52.0;50.0;0;0;0;1;0;3.0;1;0
650;5/27/2025 2:00;0.12;23.33;47.59;0.020000000000003126;0;185;0;1;0;2;0;4.1;23.58;0;7;2025-05-27 02:00:00;27.05.2025;47.0;52.0;0;0;0;1;0;3.0;1;0
651;5/27/2025 3:00;50.0;22.0;45.0;-2.5900000000000034;0;186;1;1;0;3;0;45.0;22.0;0;7;2025-05-27 03:00:00;27.05.2025;53.0;47.0;1;0;0;1;0;3.0;1;0
652;5/27/2025 4:00;400.0;24.0;48.0;3.0;1;0;0;0;1;4;0;360.0;24.0;0;7;2025-05-27 04:00:00;27.05.2025;45.0;53.0;0;1;0;0;0;3.0;1;0
653;5/27/2025 5:00;200.0;23.0;46.0;-2.0;0;1;1;0;0;5;0;180.0;23.0;0;7;2025-05-27 05:00:00;27.05.2025;48.0;45.0;1;0;1;0;0;3.0;1;0
654;5/27/2025 6:00;80.0;25.0;50.0;4.0;1;0;0;0;1;6;1;72.0;25.0;0;7;2025-05-27 06:00:00;27.05.2025;46.0;48.0;0;1;0;1;0;3.0;1;0
655;5/27/2025 7:00;700.0;27.0;52.0;2.0;0;1;0;0;0;7;1;630.0;27.0;1;7;2025-05-27 07:00:00;27.05.2025;50.0;46.0;0;0;1;0;1;3.0;1;0
656;5/27/2025 8:00;60.0;21.0;47.0;-5.0;0;2;0;0;0;8;1;54.0;21.0;0;7;2025-05-27 08:00:00;27.05.2025;52.0;50.0;0;0;0;1;0;3.0;1;0
657;5/27/2025 9:00;250.0;23.0;53.0;6.0;1;0;0;0;1;9;1;225.0;23.0;1;7;2025-05-27 09:00:00;27.05.2025;47.0;52.0;0;0;0;0;0;3.0;1;0
658;5/27/2025 10:00;50.0;22.0;45.0;-8.0;0;1;0;1;0;10;1;45.0;22.0;0;7;2025-05-27 10:00:00;27.05.2025;53.0;47.0;1;0;0;1;0;3.0;1;0
659;5/27/2025 11:00;400.0;24.0;48.0;3.0;1;0;0;0;1;11;1;360.0;24.0;1;7;2025-05-27 11:00:00;27.05.2025;45.0;53.0;0;1;0;0;0;3.0;1;0
660;5/27/2025 12:00;200.0;23.0;46.0;-2.0;0;1;1;0;0;12;1;180.0;23.0;1;7;2025-05-27 12:00:00;27.05.2025;48.0;45.0;1;0;1;0;0;3.0;1;0
661;5/27/2025 13:00;80.0;25.0;50.0;4.0;1;0;0;0;1;13;1;72.0;25.0;0;7;2025-05-27 13:00:00;27.05.2025;46.0;48.0;0;1;0;1;0;3.0;1;0
662;5/27/2025 14:00;700.0;27.0;52.0;2.0;0;1;0;0;0;14;1;630.0;27.0;1;7;2025-05-27 14:00:00;27.05.2025;50.0;46.0;0;0;1;0;1;3.0;1;0
663;5/27/2025 15:00;60.0;21.0;47.0;-5.0;0;2;0;0;0;15;1;54.0;21.0;0;7;2025-05-27 15:00:00;27.05.2025;52.0;50.0;0;0;0;1;0;3.0;1;0
664;5/27/2025 16:00;250.0;23.0;53.0;6.0;1;0;0;0;1;16;1;225.0;23.0;1;7;2025-05-27 16:00:00;27.05.2025;47.0;52.0;0;0;0;0;0;3.0;1;0
665;5/27/2025 17:00;50.0;22.0;45.0;-8.0;0;1;0;1;0;17;1;45.0;22.0;0;7;2025-05-27 17:00:00;27.05.2025;53.0;47.0;1;0;0;1;0;3.0;1;0
666;5/27/2025 18:00;400.0;24.0;48.0;3.0;1;0;0;0;1;18;1;360.0;24.0;1;7;2025-05-27 18:00:00;27.05.2025;45.0;53.0;0;1;0;0;0;3.0;1;0
667;5/27/2025 19:00;200.0;23.0;46.0;-2.0;0;1;1;0;0;19;0;180.0;23.0;0;7;2025-05-27 19:00:00;27.05.2025;48.0;45.0;1;0;1;0;0;3.0;1;0
668;5/27/2025 20:00;80.0;25.0;50.0;4.0;1;0;0;0;1;20;0;72.0;25.0;0;7;2025-05-27 20:00:00;27.05.2025;46.0;48.0;0;1;0;1;0;3.0;1;0
669;5/27/2025 21:00;700.0;27.0;52.0;2.0;0;1;0;0;0;21;0;630.0;27.0;0;7;2025-05-27 21:00:00;27.05.2025;50.0;46.0;0;0;1;0;1;3.0;1;0
670;5/27/2025 22:00;60.0;21.0;47.0;-5.0;0;2;0;0;0;22;0;54.0;21.0;0;7;2025-05-27 22:00:00;27.05.2025;52.0;50.0;0;0;0;1;0;3.0;1;0
671;5/27/2025 23:00;250.0;23.0;53.0;6.0;1;0;0;0;1;23;0;225.0;23.0;0;7;2025-05-27 23:00:00;27.05.2025;47.0;52.0;0;0;0;0;0;3.0;1;0
672;5/28/2025 0:00;50.0;22.0;45.0;-8.0;0;1;0;1;0;0;0;45.0;22.0;0;8;2025-05-28 00:00:00;28.05.2025;53.0;47.0;1;0;0;1;0;2.0;0;0
673;5/28/2025 1:00;400.0;24.0;48.0;3.0;1;0;0;0;1;1;0;360.0;24.0;0;8;2025-05-28 01:00:00;28.05.2025;45.0;53.0;0;1;0;0;0;2.0;0;0
674;5/28/2025 2:00;200.0;23.0;46.0;-2.0;0;1;1;0;0;2;0;180.0;23.0;0;8;2025-05-28 02:00:00;28.05.2025;48.0;45.0;1;0;1;0;0;2.0;0;0
675;5/28/2025 3:00;80.0;25.0;50.0;4.0;1;0;0;0;1;3;0;72.0;25.0;0;8;2025-05-28 03:00:00;28.05.2025;46.0;48.0;0;1;0;1;0;2.0;0;0
676;5/28/2025 4:00;700.0;27.0;52.0;2.0;0;1;0;0;0;4;0;630.0;27.0;0;8;2025-05-28 04:00:00;28.05.2025;50.0;46.0;0;0;1;0;1;2.0;1;0
677;5/28/2025 5:00;60.0;21.0;47.0;-5.0;0;2;0;0;0;5;0;54.0;21.0;0;8;2025-05-28 05:00:00;28.05.2025;52.0;50.0;0;0;0;1;0;2.0;0;0
678;5/28/2025 6:00;250.0;23.0;53.0;6.0;1;0;0;0;1;6;1;225.0;23.0;1;8;2025-05-28 06:00:00;28.05.2025;47.0;52.0;0;0;0;0;0;2.0;0;0
679;5/28/2025 7:00;50.0;22.0;45.0;-8.0;0;1;0;1;0;7;1;45.0;22.0;0;8;2025-05-28 07:00:00;28.05.2025;53.0;47.0;1;0;0;1;0;2.0;0;0
680;5/28/2025 8:00;400.0;24.0;48.0;3.0;1;0;0;0;1;8;1;360.0;24.0;1;8;2025-05-28 08:00:00;28.05.2025;45.0;53.0;0;1;0;0;0;2.0;0;0
681;5/28/2025 9:00;200.0;23.0;46.0;-2.0;0;1;1;0;0;9;1;180.0;23.0;1;8;2025-05-28 09:00:00;28.05.2025;48.0;45.0;1;0;1;0;0;2.0;0;0
682;5/28/2025 10:00;80.0;25.0;50.0;4.0;1;0;0;0;1;10;1;72.0;25.0;0;8;2025-05-28 10:00:00;28.05.2025;46.0;48.0;0;1;0;1;0;2.0;0;0
683;5/28/2025 11:00;700.0;27.0;52.0;2.0;0;1;0;0;0;11;1;630.0;27.0;1;8;2025-05-28 11:00:00;28.05.2025;50.0;46.0;0;0;1;0;1;2.0;1;0
684;5/28/2025 12:00;60.0;21.0;47.0;-5.0;0;2;0;0;0;12;1;54.0;21.0;0;8;2025-05-28 12:00:00;28.05.2025;52.0;50.0;0;0;0;1;0;2.0;0;0
685;5/28/2025 13:00;250.0;23.0;53.0;6.0;1;0;0;0;1;13;1;225.0;23.0;1;8;2025-05-28 13:00:00;28.05.2025;47.0;52.0;0;0;0;0;0;2.0;0;0
686;5/28/2025 14:00;50.0;22.0;45.0;-8.0;0;1;0;1;0;14;1;45.0;22.0;0;8;2025-05-28 14:00:00;28.05.2025;53.0;47.0;1;0;0;1;0;2.0;0;0
687;5/28/2025 15:00;400.0;24.0;48.0;3.0;1;0;0;0;1;15;1;360.0;24.0;1;8;2025-05-28 15:00:00;28.05.2025;45.0;53.0;0;1;0;0;0;2.0;0;0
688;5/28/2025 16:00;200.0;23.0;46.0;-2.0;0;1;1;0;0;16;1;180.0;23.0;1;8;2025-05-28 16:00:00;28.05.2025;48.0;45.0;1;0;1;0;0;2.0;0;0
689;5/28/2025 17:00;80.0;25.0;50.0;4.0;1;0;0;0;1;17;1;72.0;25.0;0;8;2025-05-28 17:00:00;28.05.2025;46.0;48.0;0;1;0;1;0;2.0;0;0
690;5/28/2025 18:00;700.0;27.0;52.0;2.0;0;1;0;0;0;18;1;630.0;27.0;1;8;2025-05-28 18:00:00;28.05.2025;50.0;46.0;0;0;1;0;1;2.0;1;0
691;5/28/2025 19:00;60.0;21.0;47.0;-5.0;0;2;0;0;0;19;0;54.0;21.0;0;8;2025-05-28 19:00:00;28.05.2025;52.0;50.0;0;0;0;1;0;2.0;0;0
692;5/28/2025 20:00;250.0;23.0;53.0;6.0;1;0;0;0;1;20;0;225.0;23.0;0;8;2025-05-28 20:00:00;28.05.2025;47.0;52.0;0;0;0;0;0;2.0;0;0
693;5/28/2025 21:00;50.0;22.0;45.0;-8.0;0;1;0;1;0;21;0;45.0;22.0;0;8;2025-05-28 21:00:00;28.05.2025;53.0;47.0;1;0;0;1;0;2.0;0;0
694;5/28/2025 22:00;400.0;24.0;48.0;3.0;1;0;0;0;1;22;0;360.0;24.0;0;8;2025-05-28 22:00:00;28.05.2025;45.0;53.0;0;1;0;0;0;2.0;0;0
695;5/28/2025 23:00;200.0;23.0;46.0;-2.0;0;1;1;0;0;23;0;180.0;23.0;0;8;2025-05-28 23:00:00;28.05.2025;48.0;45.0;1;0;1;0;0;2.0;0;0
696;5/29/2025 0:00;80.0;25.0;50.0;4.0;1;0;0;0;1;0;0;72.0;25.0;0;7;2025-05-29 00:00:00;29.05.2025;46.0;48.0;0;1;0;1;0;1.0;0;0
697;5/29/2025 1:00;700.0;27.0;52.0;2.0;0;1;0;0;0;1;0;630.0;27.0;0;7;2025-05-29 01:00:00;29.05.2025;50.0;46.0;0;0;1;0;1;1.0;1;0
698;5/29/2025 2:00;60.0;21.0;47.0;-5.0;0;2;0;0;0;2;0;54.0;21.0;0;7;2025-05-29 02:00:00;29.05.2025;52.0;50.0;0;0;0;1;0;1.0;0;0
699;5/29/2025 3:00;250.0;23.0;53.0;6.0;1;0;0;0;1;3;0;225.0;23.0;0;7;2025-05-29 03:00:00;29.05.2025;47.0;52.0;0;0;0;0;0;1.0;0;0
700;5/29/2025 4:00;50.0;22.0;45.0;-8.0;0;1;0;1;0;4;0;45.0;22.0;0;7;2025-05-29 04:00:00;29.05.2025;53.0;47.0;1;0;0;1;0;1.0;0;0
701;5/29/2025 5:00;400.0;24.0;48.0;3.0;1;0;0;0;1;5;0;360.0;24.0;0;7;2025-05-29 05:00:00;29.05.2025;45.0;53.0;0;1;0;0;0;1.0;0;0
702;5/29/2025 6:00;200.0;23.0;46.0;-2.0;0;1;1;0;0;6;1;180.0;23.0;1;7;2025-05-29 06:00:00;29.05.2025;48.0;45.0;1;0;1;0;0;1.0;0;0
703;5/29/2025 7:00;80.0;25.0;50.0;4.0;1;0;0;0;1;7;1;72.0;25.0;0;7;2025-05-29 07:00:00;29.05.2025;46.0;48.0;0;1;0;1;0;1.0;0;0
704;5/29/2025 8:00;700.0;27.0;52.0;2.0;0;1;0;0;0;8;1;630.0;27.0;1;7;2025-05-29 08:00:00;29.05.2025;50.0;46.0;0;0;1;0;1;1.0;1;0
705;5/29/2025 9:00;60.0;21.0;47.0;-5.0;0;2;0;0;0;9;1;54.0;21.0;0;7;2025-05-29 09:00:00;29.05.2025;52.0;50.0;0;0;0;1;0;1.0;0;0
706;5/29/2025 10:00;250.0;23.0;53.0;6.0;1;0;0;0;1;10;1;225.0;23.0;1;7;2025-05-29 10:00:00;29.05.2025;47.0;52.0;0;0;0;0;0;1.0;0;0
707;5/29/2025 11:00;50.0;22.0;45.0;-8.0;0;1;0;1;0;11;1;45.0;22.0;0;7;2025-05-29 11:00:00;29.05.2025;53.0;47.0;1;0;0;1;0;1.0;0;0
708;5/29/2025 12:00;400.0;24.0;48.0;3.0;1;0;0;0;1;12;1;360.0;24.0;1;7;2025-05-29 12:00:00;29.05.2025;45.0;53.0;0;1;0;0;0;1.0;0;0
709;5/29/2025 13:00;200.0;23.0;46.0;-2.0;0;1;1;0;0;13;1;180.0;23.0;1;7;2025-05-29 13:00:00;29.05.2025;48.0;45.0;1;0;1;0;0;1.0;0;0
710;5/29/2025 14:00;80.0;25.0;50.0;4.0;1;0;0;0;1;14;1;72.0;25.0;0;7;2025-05-29 14:00:00;29.05.2025;46.0;48.0;0;1;0;1;0;1.0;0;0
711;5/29/2025 15:00;700.0;27.0;52.0;2.0;0;1;0;0;0;15;1;630.0;27.0;1;7;2025-05-29 15:00:00;29.05.2025;50.0;43.1;0;0;1;0;1;1.0;1;0
712;5/29/2025 16:00;60.0;21.0;47.0;-5.0;0;2;0;0;0;16;1;54.0;21.0;0;7;2025-05-29 16:00:00;29.05.2025;52.0;44.3;0;0;1;1;0;1.0;0;0
713;5/29/2025 17:00;250.0;23.0;53.0;6.0;1;0;0;0;1;17;1;225.0;23.0;1;7;2025-05-29 17:00:00;29.05.2025;47.0;51.5;0;0;0;0;0;1.0;0;0
714;5/29/2025 18:00;50.0;22.0;45.0;-8.0;0;1;0;1;0;18;1;45.0;22.0;0;7;2025-05-29 18:00:00;29.05.2025;53.0;56.4;1;0;0;1;0;1.0;0;0
715;5/29/2025 19:00;400.0;24.0;48.0;3.0;1;0;0;0;1;19;0;360.0;24.0;0;7;2025-05-29 19:00:00;29.05.2025;45.0;37.7;0;1;1;0;0;1.0;0;0
716;5/29/2025 20:00;200.0;23.0;46.0;-2.0;0;1;1;0;0;20;0;180.0;23.0;0;7;2025-05-29 20:00:00;29.05.2025;48.0;41.4;1;0;1;0;0;1.0;0;0
717;5/29/2025 21:00;80.0;25.0;50.0;4.0;1;0;0;0;1;21;0;72.0;25.0;0;7;2025-05-29 21:00:00;29.05.2025;43.1;26.6;0;1;1;1;0;1.0;0;0
718;5/29/2025 22:00;700.0;27.0;52.0;2.0;0;1;0;0;0;22;0;630.0;27.0;0;7;2025-05-29 22:00:00;29.05.2025;44.3;27.0;0;1;1;0;1;1.0;1;0
719;5/29/2025 23:00;60.0;21.0;47.0;-5.0;0;2;0;0;0;23;0;54.0;21.0;0;7;2025-05-29 23:00:00;29.05.2025;51.5;37.2;0;0;1;1;0;1.0;0;0
720;5/30/2025 0:00;250.0;23.0;53.0;6.0;1;0;0;0;1;0;0;225.0;23.0;0;12;2025-05-30 00:00:00;30.05.2025;56.4;58.5;0;0;0;0;0;0.0;0;0
721;5/30/2025 1:00;50.0;22.0;45.0;-8.0;0;1;0;1;0;1;0;45.0;22.0;0;12;2025-05-30 01:00:00;30.05.2025;37.7;57.9;1;1;0;1;0;0.0;0;0
722;5/30/2025 2:00;400.0;24.0;48.0;3.0;1;0;0;0;1;2;0;360.0;24.0;0;12;2025-05-30 02:00:00;30.05.2025;41.4;47.2;0;1;0;0;0;0.0;0;0
723;5/30/2025 3:00;2.5;21.5;43.1;-4.899999999999999;0;1;0;0;0;3;0;243.75;23.08;0;12;2025-05-30 03:00:00;30.05.2025;26.6;57.5;1;1;0;0;0;0.0;0;1
724;5/30/2025 4:00;5.5;22.5;44.3;1.1999999999999957;0;2;0;0;0;4;0;128.0;22.33;0;12;2025-05-30 04:00:00;30.05.2025;27.0;30.5;1;1;1;0;0;0.0;0;1
725;5/30/2025 5:00;5.6;22.0;51.5;7.200000000000003;1;0;0;0;1;5;0;118.93;22.5;0;12;2025-05-30 05:00:00;30.05.2025;37.2;28.2;0;1;1;1;0;0.0;0;0
726;5/30/2025 6:00;5.6;21.1;56.4;4.899999999999999;1;0;0;0;1;6;1;78.2;22.18;0;12;2025-05-30 06:00:00;30.05.2025;58.5;29.7;0;0;1;1;0;0.0;0;0
727;5/30/2025 7:00;174.0;21.0;37.7;-18.699999999999996;0;1;0;0;0;7;1;98.87;22.02;1;12;2025-05-30 07:00:00;30.05.2025;57.9;41.4;1;0;1;1;0;0.0;0;0
728;5/30/2025 8:00;127.3;23.7;41.4;3.6999999999999957;1;0;0;0;1;8;1;53.42;21.97;1;12;2025-05-30 08:00:00;30.05.2025;47.2;48.4;1;0;0;1;0;0.0;0;0
729;5/30/2025 9:00;660.4;28.0;26.6;-14.799999999999997;0;1;0;0;0;9;1;163.07;23.05;1;12;2025-05-30 09:00:00;30.05.2025;57.5;48.5;1;0;0;0;1;0.0;1;0
730;5/30/2025 10:00;848.5;25.7;27.0;0.3999999999999986;0;2;0;0;0;10;1;303.57;23.58;1;12;2025-05-30 10:00:00;30.05.2025;30.5;47.1;1;1;0;0;1;0.0;1;0
731;5/30/2025 11:00;637.2;26.6;37.2;10.200000000000003;1;0;0;0;0;11;1;408.83;24.35;1;12;2025-05-30 11:00:00;30.05.2025;28.2;37.7;1;1;1;0;1;0.0;1;0
